row_id,base_model,variant_id,model,dc_solution,rating,label,iteration,timestamp,source,condition
phi4_subject_matter_30_20250802_134156,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,30.0,20250802_134156,llm,CONTEXT
phi4_subject_matter2_30_20250802_134156,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,30.0,20250802_134156,llm,CONTEXT
phi4_generalist_31_20250802_134549,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,31.0,20250802_134549,llm,CONTEXT
phi4_generalist2_31_20250802_134549,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,31.0,20250802_134549,llm,CONTEXT
phi4_normative_31_20250802_134549,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,31.0,20250802_134549,llm,CONTEXT
phi4_normative2_31_20250802_134549,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,31.0,20250802_134549,llm,CONTEXT
phi4_subject_matter_31_20250802_134549,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,31.0,20250802_134549,llm,CONTEXT
phi4_subject_matter2_31_20250802_134549,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,31.0,20250802_134549,llm,CONTEXT
phi4_generalist_32_20250802_135653,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,32.0,20250802_135653,llm,CONTEXT
phi4_generalist2_32_20250802_135653,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,32.0,20250802_135653,llm,CONTEXT
phi4_normative_32_20250802_135653,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,32.0,20250802_135653,llm,CONTEXT
phi4_normative2_32_20250802_135653,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,32.0,20250802_135653,llm,CONTEXT
phi4_subject_matter_32_20250802_135653,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,32.0,20250802_135653,llm,CONTEXT
phi4_subject_matter2_32_20250802_135653,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,32.0,20250802_135653,llm,CONTEXT
phi4_generalist_33_20250802_135812,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,33.0,20250802_135812,llm,CONTEXT
phi4_generalist2_33_20250802_135812,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,33.0,20250802_135812,llm,CONTEXT
phi4_normative_33_20250802_135812,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,33.0,20250802_135812,llm,CONTEXT
phi4_normative2_33_20250802_135812,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,33.0,20250802_135812,llm,CONTEXT
phi4_subject_matter_33_20250802_135812,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,33.0,20250802_135812,llm,CONTEXT
phi4_subject_matter2_33_20250802_135812,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,33.0,20250802_135812,llm,CONTEXT
phi4_generalist_34_20250802_140605,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,34.0,20250802_140605,llm,CONTEXT
phi4_generalist2_34_20250802_140605,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,34.0,20250802_140605,llm,CONTEXT
phi4_normative_34_20250802_140605,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,34.0,20250802_140605,llm,CONTEXT
phi4_normative2_34_20250802_140605,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,34.0,20250802_140605,llm,CONTEXT
phi4_subject_matter_34_20250802_140605,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,34.0,20250802_140605,llm,CONTEXT
phi4_subject_matter2_34_20250802_140605,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,34.0,20250802_140605,llm,CONTEXT
phi4_generalist_35_20250802_141223,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,35.0,20250802_141223,llm,CONTEXT
phi4_generalist2_35_20250802_141223,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,35.0,20250802_141223,llm,CONTEXT
phi4_normative_35_20250802_141223,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,35.0,20250802_141223,llm,CONTEXT
phi4_normative2_35_20250802_141223,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,35.0,20250802_141223,llm,CONTEXT
phi4_subject_matter_35_20250802_141223,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,35.0,20250802_141223,llm,CONTEXT
phi4_subject_matter2_35_20250802_141223,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,35.0,20250802_141223,llm,CONTEXT
phi4_generalist_36_20250802_141354,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,36.0,20250802_141354,llm,CONTEXT
phi4_generalist2_36_20250802_141354,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,36.0,20250802_141354,llm,CONTEXT
phi4_normative_36_20250802_141354,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,36.0,20250802_141354,llm,CONTEXT
phi4_normative2_36_20250802_141354,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,36.0,20250802_141354,llm,CONTEXT
phi4_subject_matter_36_20250802_141354,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,36.0,20250802_141354,llm,CONTEXT
phi4_subject_matter2_36_20250802_141354,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,36.0,20250802_141354,llm,CONTEXT
phi4_generalist_37_20250802_142049,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,37.0,20250802_142049,llm,CONTEXT
phi4_generalist2_37_20250802_142049,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,37.0,20250802_142049,llm,CONTEXT
phi4_normative_37_20250802_142049,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,37.0,20250802_142049,llm,CONTEXT
phi4_normative2_37_20250802_142049,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,37.0,20250802_142049,llm,CONTEXT
phi4_subject_matter_37_20250802_142049,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,37.0,20250802_142049,llm,CONTEXT
phi4_subject_matter2_37_20250802_142049,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,37.0,20250802_142049,llm,CONTEXT
phi4_generalist_38_20250802_143522,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,38.0,20250802_143522,llm,CONTEXT
phi4_generalist2_38_20250802_143522,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,38.0,20250802_143522,llm,CONTEXT
phi4_normative_38_20250802_143522,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,38.0,20250802_143522,llm,CONTEXT
phi4_normative2_38_20250802_143522,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,38.0,20250802_143522,llm,CONTEXT
phi4_subject_matter_38_20250802_143522,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,38.0,20250802_143522,llm,CONTEXT
phi4_subject_matter2_38_20250802_143522,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,38.0,20250802_143522,llm,CONTEXT
phi4_generalist_39_20250802_143940,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,39.0,20250802_143940,llm,CONTEXT
phi4_generalist2_39_20250802_143940,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,39.0,20250802_143940,llm,CONTEXT
phi4_normative_39_20250802_143940,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,39.0,20250802_143940,llm,CONTEXT
phi4_normative2_39_20250802_143940,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,39.0,20250802_143940,llm,CONTEXT
phi4_subject_matter_39_20250802_143940,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,39.0,20250802_143940,llm,CONTEXT
phi4_subject_matter2_39_20250802_143940,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,39.0,20250802_143940,llm,CONTEXT
phi4_generalist_40_20250802_145011,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,40.0,20250802_145011,llm,CONTEXT
phi4_generalist2_40_20250802_145011,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,40.0,20250802_145011,llm,CONTEXT
phi4_normative_40_20250802_145011,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,40.0,20250802_145011,llm,CONTEXT
phi4_normative2_40_20250802_145011,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,40.0,20250802_145011,llm,CONTEXT
phi4_subject_matter_40_20250802_145011,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,40.0,20250802_145011,llm,CONTEXT
phi4_subject_matter2_40_20250802_145011,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,40.0,20250802_145011,llm,CONTEXT
phi4_generalist_41_20250802_145420,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,41.0,20250802_145420,llm,CONTEXT
phi4_generalist2_41_20250802_145420,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,41.0,20250802_145420,llm,CONTEXT
phi4_normative_41_20250802_145420,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,41.0,20250802_145420,llm,CONTEXT
phi4_normative2_41_20250802_145420,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,41.0,20250802_145420,llm,CONTEXT
phi4_subject_matter_41_20250802_145420,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,41.0,20250802_145420,llm,CONTEXT
phi4_subject_matter2_41_20250802_145420,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,41.0,20250802_145420,llm,CONTEXT
phi4_generalist_42_20250802_150441,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,42.0,20250802_150441,llm,CONTEXT
phi4_generalist2_42_20250802_150441,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,42.0,20250802_150441,llm,CONTEXT
phi4_normative_42_20250802_150441,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,42.0,20250802_150441,llm,CONTEXT
phi4_normative2_42_20250802_150441,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,42.0,20250802_150441,llm,CONTEXT
phi4_subject_matter_42_20250802_150441,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,42.0,20250802_150441,llm,CONTEXT
phi4_subject_matter2_42_20250802_150441,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,42.0,20250802_150441,llm,CONTEXT
phi4_generalist_43_20250802_150840,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,43.0,20250802_150840,llm,CONTEXT
phi4_generalist2_43_20250802_150840,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,43.0,20250802_150840,llm,CONTEXT
phi4_normative_43_20250802_150840,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,43.0,20250802_150840,llm,CONTEXT
phi4_normative2_43_20250802_150840,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,43.0,20250802_150840,llm,CONTEXT
phi4_subject_matter_43_20250802_150840,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,43.0,20250802_150840,llm,CONTEXT
phi4_subject_matter2_43_20250802_150840,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,43.0,20250802_150840,llm,CONTEXT
phi4_generalist_44_20250802_151129,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,44.0,20250802_151129,llm,CONTEXT
phi4_generalist2_44_20250802_151129,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,44.0,20250802_151129,llm,CONTEXT
phi4_normative_44_20250802_151129,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,44.0,20250802_151129,llm,CONTEXT
phi4_normative2_44_20250802_151129,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,44.0,20250802_151129,llm,CONTEXT
phi4_subject_matter_44_20250802_151129,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,44.0,20250802_151129,llm,CONTEXT
phi4_subject_matter2_44_20250802_151129,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,44.0,20250802_151129,llm,CONTEXT
phi4_generalist_45_20250802_151810,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,45.0,20250802_151810,llm,CONTEXT
phi4_generalist2_45_20250802_151810,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,45.0,20250802_151810,llm,CONTEXT
phi4_normative_45_20250802_151810,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,45.0,20250802_151810,llm,CONTEXT
phi4_normative2_45_20250802_151810,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,45.0,20250802_151810,llm,CONTEXT
phi4_subject_matter_45_20250802_151810,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,45.0,20250802_151810,llm,CONTEXT
phi4_subject_matter2_45_20250802_151810,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,45.0,20250802_151810,llm,CONTEXT
phi4_generalist_46_20250802_151950,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,46.0,20250802_151950,llm,CONTEXT
phi4_generalist2_46_20250802_151950,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,46.0,20250802_151950,llm,CONTEXT
phi4_normative_46_20250802_151950,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,46.0,20250802_151950,llm,CONTEXT
phi4_normative2_46_20250802_151950,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,46.0,20250802_151950,llm,CONTEXT
phi4_subject_matter_46_20250802_151950,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,46.0,20250802_151950,llm,CONTEXT
phi4_subject_matter2_46_20250802_151950,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,46.0,20250802_151950,llm,CONTEXT
phi4_generalist_47_20250802_153225,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,47.0,20250802_153225,llm,CONTEXT
phi4_generalist2_47_20250802_153225,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,47.0,20250802_153225,llm,CONTEXT
phi4_normative_47_20250802_153225,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,47.0,20250802_153225,llm,CONTEXT
phi4_normative2_47_20250802_153225,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,47.0,20250802_153225,llm,CONTEXT
phi4_subject_matter_47_20250802_153225,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,47.0,20250802_153225,llm,CONTEXT
phi4_subject_matter2_47_20250802_153225,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,47.0,20250802_153225,llm,CONTEXT
phi4_generalist_48_20250802_153709,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,48.0,20250802_153709,llm,CONTEXT
phi4_generalist2_48_20250802_153709,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,48.0,20250802_153709,llm,CONTEXT
phi4_normative_48_20250802_153709,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,48.0,20250802_153709,llm,CONTEXT
phi4_normative2_48_20250802_153709,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,48.0,20250802_153709,llm,CONTEXT
