row_id,variant_id,base_model,model,dc_solution,rating,label,condition,iteration
gemma3_generalist_20_20260630_193135,gemma3_generalist,gemma3,generalist,Solid-state circuit breaker,4,Very important,context,20
gemma3_normative_20_20260630_193135,gemma3_normative,gemma3,normative,Solid-state circuit breaker,4,Very important,context,20
gemma3_subject-matter_20_20260630_193135,gemma3_subject-matter,gemma3,subject-matter,Solid-state circuit breaker,4,Very important,context,20
phi4_generalist_21_20260630_193411,phi4_generalist,phi4,generalist,Solid-state circuit breaker,4,Very important,context,21
phi4_normative_21_20260630_193411,phi4_normative,phi4,normative,Solid-state circuit breaker,4,Very important,context,21
phi4_subject-matter_21_20260630_193411,phi4_subject-matter,phi4,subject-matter,Solid-state circuit breaker,4,Very important,context,21
llama_generalist_21_20260630_193411,llama_generalist,llama,generalist,Solid-state circuit breaker,3,Important,context,21
llama_normative_21_20260630_193411,llama_normative,llama,normative,Solid-state circuit breaker,4,Very important,context,21
llama_subject-matter_21_20260630_193411,llama_subject-matter,llama,subject-matter,Solid-state circuit breaker,4,Very important,context,21
mistral_generalist_21_20260630_193411,mistral_generalist,mistral,generalist,Solid-state circuit breaker,4,Very important,context,21
mistral_normative_21_20260630_193411,mistral_normative,mistral,normative,Solid-state circuit breaker,4,Very important,context,21
mistral_subject-matter_21_20260630_193411,mistral_subject-matter,mistral,subject-matter,Solid-state circuit breaker,4,Very important,context,21
gemma3_generalist_21_20260630_193411,gemma3_generalist,gemma3,generalist,Solid-state circuit breaker,4,Very important,context,21
gemma3_normative_21_20260630_193411,gemma3_normative,gemma3,normative,Solid-state circuit breaker,4,Very important,context,21
gemma3_subject-matter_21_20260630_193411,gemma3_subject-matter,gemma3,subject-matter,Solid-state circuit breaker,4,Very important,context,21
phi4_generalist_22_20260630_193659,phi4_generalist,phi4,generalist,Solid-state circuit breaker,4,Very important,context,22
phi4_normative_22_20260630_193659,phi4_normative,phi4,normative,Solid-state circuit breaker,4,Very important,context,22
phi4_subject-matter_22_20260630_193659,phi4_subject-matter,phi4,subject-matter,Solid-state circuit breaker,4,Very important,context,22
llama_generalist_22_20260630_193659,llama_generalist,llama,generalist,Solid-state circuit breaker,3,Important,context,22
llama_normative_22_20260630_193659,llama_normative,llama,normative,Solid-state circuit breaker,4,Very important,context,22
llama_subject-matter_22_20260630_193659,llama_subject-matter,llama,subject-matter,Solid-state circuit breaker,4,Very important,context,22
mistral_generalist_22_20260630_193659,mistral_generalist,mistral,generalist,Solid-state circuit breaker,4,Very important,context,22
mistral_normative_22_20260630_193659,mistral_normative,mistral,normative,Solid-state circuit breaker,4,Very important,context,22
mistral_subject-matter_22_20260630_193659,mistral_subject-matter,mistral,subject-matter,Solid-state circuit breaker,4,Very important,context,22
gemma3_generalist_22_20260630_193659,gemma3_generalist,gemma3,generalist,Solid-state circuit breaker,4,Very important,context,22
gemma3_normative_22_20260630_193659,gemma3_normative,gemma3,normative,Solid-state circuit breaker,4,Very important,context,22
gemma3_subject-matter_22_20260630_193659,gemma3_subject-matter,gemma3,subject-matter,Solid-state circuit breaker,4,Very important,context,22
phi4_generalist_23_20260630_193906,phi4_generalist,phi4,generalist,Solid-state circuit breaker,4,Very important,context,23
phi4_normative_23_20260630_193906,phi4_normative,phi4,normative,Solid-state circuit breaker,4,Very important,context,23
phi4_subject-matter_23_20260630_193906,phi4_subject-matter,phi4,subject-matter,Solid-state circuit breaker,4,Very important,context,23
llama_generalist_23_20260630_193906,llama_generalist,llama,generalist,Solid-state circuit breaker,3,Important,context,23
llama_normative_23_20260630_193906,llama_normative,llama,normative,Solid-state circuit breaker,4,Very important,context,23
llama_subject-matter_23_20260630_193906,llama_subject-matter,llama,subject-matter,Solid-state circuit breaker,4,Very important,context,23
mistral_generalist_23_20260630_193906,mistral_generalist,mistral,generalist,Solid-state circuit breaker,4,Very important,context,23
mistral_normative_23_20260630_193906,mistral_normative,mistral,normative,Solid-state circuit breaker,4,Very important,context,23
mistral_subject-matter_23_20260630_193906,mistral_subject-matter,mistral,subject-matter,Solid-state circuit breaker,4,Very important,context,23
gemma3_generalist_23_20260630_193906,gemma3_generalist,gemma3,generalist,Solid-state circuit breaker,4,Very important,context,23
gemma3_normative_23_20260630_193906,gemma3_normative,gemma3,normative,Solid-state circuit breaker,4,Very important,context,23
gemma3_subject-matter_23_20260630_193906,gemma3_subject-matter,gemma3,subject-matter,Solid-state circuit breaker,4,Very important,context,23
phi4_generalist_24_20260630_194335,phi4_generalist,phi4,generalist,Solid-state circuit breaker,4,Very important,context,24
phi4_normative_24_20260630_194335,phi4_normative,phi4,normative,Solid-state circuit breaker,4,Very important,context,24
phi4_subject-matter_24_20260630_194335,phi4_subject-matter,phi4,subject-matter,Solid-state circuit breaker,4,Very important,context,24
llama_generalist_24_20260630_194335,llama_generalist,llama,generalist,Solid-state circuit breaker,4,Very important,context,24
llama_normative_24_20260630_194335,llama_normative,llama,normative,Solid-state circuit breaker,3,Important,context,24
llama_subject-matter_24_20260630_194335,llama_subject-matter,llama,subject-matter,Solid-state circuit breaker,3,Important,context,24
mistral_generalist_24_20260630_194335,mistral_generalist,mistral,generalist,Solid-state circuit breaker,4,Very important,context,24
mistral_normative_24_20260630_194335,mistral_normative,mistral,normative,Solid-state circuit breaker,4,Very important,context,24
mistral_subject-matter_24_20260630_194335,mistral_subject-matter,mistral,subject-matter,Solid-state circuit breaker,4,Very important,context,24
gemma3_generalist_24_20260630_194335,gemma3_generalist,gemma3,generalist,Solid-state circuit breaker,4,Very important,context,24
gemma3_normative_24_20260630_194335,gemma3_normative,gemma3,normative,Solid-state circuit breaker,4,Very important,context,24
gemma3_subject-matter_24_20260630_194335,gemma3_subject-matter,gemma3,subject-matter,Solid-state circuit breaker,4,Very important,context,24
phi4_generalist_25_20260630_194828,phi4_generalist,phi4,generalist,Solid-state circuit breaker,4,Very important,context,25
phi4_normative_25_20260630_194828,phi4_normative,phi4,normative,Solid-state circuit breaker,4,Very important,context,25
phi4_subject-matter_25_20260630_194828,phi4_subject-matter,phi4,subject-matter,Solid-state circuit breaker,4,Very important,context,25
llama_generalist_25_20260630_194828,llama_generalist,llama,generalist,Solid-state circuit breaker,4,Very important,context,25
llama_normative_25_20260630_194828,llama_normative,llama,normative,Solid-state circuit breaker,4,Very important,context,25
llama_subject-matter_25_20260630_194828,llama_subject-matter,llama,subject-matter,Solid-state circuit breaker,4,Very important,context,25
mistral_generalist_25_20260630_194828,mistral_generalist,mistral,generalist,Solid-state circuit breaker,4,Very important,context,25
mistral_normative_25_20260630_194828,mistral_normative,mistral,normative,Solid-state circuit breaker,4,Very important,context,25
mistral_subject-matter_25_20260630_194828,mistral_subject-matter,mistral,subject-matter,Solid-state circuit breaker,4,Very important,context,25
gemma3_generalist_25_20260630_194828,gemma3_generalist,gemma3,generalist,Solid-state circuit breaker,4,Very important,context,25
gemma3_normative_25_20260630_194828,gemma3_normative,gemma3,normative,Solid-state circuit breaker,4,Very important,context,25
gemma3_subject-matter_25_20260630_194828,gemma3_subject-matter,gemma3,subject-matter,Solid-state circuit breaker,4,Very important,context,25
phi4_generalist_26_20260630_195036,phi4_generalist,phi4,generalist,Solid-state circuit breaker,4,Very important,context,26
phi4_normative_26_20260630_195036,phi4_normative,phi4,normative,Solid-state circuit breaker,4,Very important,context,26
phi4_subject-matter_26_20260630_195036,phi4_subject-matter,phi4,subject-matter,Solid-state circuit breaker,4,Very important,context,26
llama_generalist_26_20260630_195036,llama_generalist,llama,generalist,Solid-state circuit breaker,4,Very important,context,26
llama_normative_26_20260630_195036,llama_normative,llama,normative,Solid-state circuit breaker,4,Very important,context,26
llama_subject-matter_26_20260630_195036,llama_subject-matter,llama,subject-matter,Solid-state circuit breaker,4,Very important,context,26
mistral_generalist_26_20260630_195036,mistral_generalist,mistral,generalist,Solid-state circuit breaker,4,Very important,context,26
mistral_normative_26_20260630_195036,mistral_normative,mistral,normative,Solid-state circuit breaker,4,Very important,context,26
mistral_subject-matter_26_20260630_195036,mistral_subject-matter,mistral,subject-matter,Solid-state circuit breaker,4,Very important,context,26
gemma3_generalist_26_20260630_195036,gemma3_generalist,gemma3,generalist,Solid-state circuit breaker,4,Very important,context,26
gemma3_normative_26_20260630_195036,gemma3_normative,gemma3,normative,Solid-state circuit breaker,4,Very important,context,26
gemma3_subject-matter_26_20260630_195036,gemma3_subject-matter,gemma3,subject-matter,Solid-state circuit breaker,4,Very important,context,26
phi4_generalist_27_20260630_195527,phi4_generalist,phi4,generalist,Solid-state circuit breaker,4,Very important,context,27
phi4_normative_27_20260630_195527,phi4_normative,phi4,normative,Solid-state circuit breaker,4,Very important,context,27
phi4_subject-matter_27_20260630_195527,phi4_subject-matter,phi4,subject-matter,Solid-state circuit breaker,4,Very important,context,27
llama_generalist_27_20260630_195527,llama_generalist,llama,generalist,Solid-state circuit breaker,3,Important,context,27
llama_normative_27_20260630_195527,llama_normative,llama,normative,Solid-state circuit breaker,4,Very important,context,27
llama_subject-matter_27_20260630_195527,llama_subject-matter,llama,subject-matter,Solid-state circuit breaker,3,Important,context,27
mistral_generalist_27_20260630_195527,mistral_generalist,mistral,generalist,Solid-state circuit breaker,4,Very important,context,27
mistral_normative_27_20260630_195527,mistral_normative,mistral,normative,Solid-state circuit breaker,4,Very important,context,27
mistral_subject-matter_27_20260630_195527,mistral_subject-matter,mistral,subject-matter,Solid-state circuit breaker,4,Very important,context,27
gemma3_generalist_27_20260630_195527,gemma3_generalist,gemma3,generalist,Solid-state circuit breaker,4,Very important,context,27
gemma3_normative_27_20260630_195527,gemma3_normative,gemma3,normative,Solid-state circuit breaker,4,Very important,context,27
gemma3_subject-matter_27_20260630_195527,gemma3_subject-matter,gemma3,subject-matter,Solid-state circuit breaker,4,Very important,context,27
phi4_generalist_28_20260630_195805,phi4_generalist,phi4,generalist,Solid-state circuit breaker,4,Very important,context,28
phi4_normative_28_20260630_195805,phi4_normative,phi4,normative,Solid-state circuit breaker,4,Very important,context,28
phi4_subject-matter_28_20260630_195805,phi4_subject-matter,phi4,subject-matter,Solid-state circuit breaker,4,Very important,context,28
llama_generalist_28_20260630_195805,llama_generalist,llama,generalist,Solid-state circuit breaker,4,Very important,context,28
llama_normative_28_20260630_195805,llama_normative,llama,normative,Solid-state circuit breaker,4,Very important,context,28
llama_subject-matter_28_20260630_195805,llama_subject-matter,llama,subject-matter,Solid-state circuit breaker,4,Very important,context,28
mistral_generalist_28_20260630_195805,mistral_generalist,mistral,generalist,Solid-state circuit breaker,4,Very important,context,28
mistral_normative_28_20260630_195805,mistral_normative,mistral,normative,Solid-state circuit breaker,4,Very important,context,28
mistral_subject-matter_28_20260630_195805,mistral_subject-matter,mistral,subject-matter,Solid-state circuit breaker,4,Very important,context,28
gemma3_generalist_28_20260630_195805,gemma3_generalist,gemma3,generalist,Solid-state circuit breaker,4,Very important,context,28
gemma3_normative_28_20260630_195805,gemma3_normative,gemma3,normative,Solid-state circuit breaker,4,Very important,context,28
