row_id,source,base_model,variant_id,model,barrier_id,barrier_label,condition,iteration,timestamp
generalist2_gemma3_36_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,36.0,20250807_165333
generalist2_gemma3_36_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,36.0,20250807_165333
generalist2_gemma3_36_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,36.0,20250807_165333
generalist2_gemma3_36_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,36.0,20250807_165333
generalist2_gemma3_37_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,37.0,20250807_165911
generalist2_gemma3_37_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,37.0,20250807_165911
generalist2_gemma3_37_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,37.0,20250807_165911
generalist2_gemma3_37_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,37.0,20250807_165911
generalist2_gemma3_37_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,37.0,20250807_165911
generalist2_gemma3_38_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,38.0,20250807_170221
generalist2_gemma3_38_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,38.0,20250807_170221
generalist2_gemma3_38_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,38.0,20250807_170221
generalist2_gemma3_38_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,38.0,20250807_170221
generalist2_gemma3_38_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,38.0,20250807_170221
generalist2_gemma3_39_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,39.0,20250807_170527
generalist2_gemma3_39_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,39.0,20250807_170527
generalist2_gemma3_39_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,39.0,20250807_170527
generalist2_gemma3_39_b9,llm,gemma3,generalist2_gemma3,generalist2,9,lack of enough trained personnel in DC systems,CONTEXT,39.0,20250807_170527
generalist2_gemma3_39_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,39.0,20250807_170527
generalist2_gemma3_40_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,40.0,20250807_175413
generalist2_gemma3_40_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,40.0,20250807_175413
generalist2_gemma3_40_b6,llm,gemma3,generalist2_gemma3,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,40.0,20250807_175413
generalist2_gemma3_40_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,40.0,20250807_175413
generalist2_gemma3_40_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,40.0,20250807_175413
generalist2_gemma3_41_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,41.0,20250807_181220
generalist2_gemma3_41_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,41.0,20250807_181220
generalist2_gemma3_41_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,41.0,20250807_181220
generalist2_gemma3_41_b9,llm,gemma3,generalist2_gemma3,generalist2,9,lack of enough trained personnel in DC systems,CONTEXT,41.0,20250807_181220
generalist2_gemma3_41_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,41.0,20250807_181220
generalist2_gemma3_42_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,42.0,20250807_183212
generalist2_gemma3_42_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,42.0,20250807_183212
generalist2_gemma3_42_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,42.0,20250807_183212
generalist2_gemma3_42_b9,llm,gemma3,generalist2_gemma3,generalist2,9,lack of enough trained personnel in DC systems,CONTEXT,42.0,20250807_183212
generalist2_gemma3_42_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,42.0,20250807_183212
generalist2_gemma3_43_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,43.0,20250807_183826
generalist2_gemma3_43_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,43.0,20250807_183826
generalist2_gemma3_43_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,43.0,20250807_183826
generalist2_gemma3_43_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,43.0,20250807_183826
generalist2_gemma3_43_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,43.0,20250807_183826
generalist2_gemma3_44_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,44.0,20250807_185017
generalist2_gemma3_44_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,44.0,20250807_185017
generalist2_gemma3_44_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,44.0,20250807_185017
generalist2_gemma3_44_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,44.0,20250807_185017
generalist2_gemma3_44_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,44.0,20250807_185017
generalist2_gemma3_45_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,45.0,20250807_185505
generalist2_gemma3_45_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,45.0,20250807_185505
generalist2_gemma3_45_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,45.0,20250807_185505
generalist2_gemma3_45_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,45.0,20250807_185505
generalist2_gemma3_45_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,45.0,20250807_185505
generalist2_gemma3_46_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,46.0,20250807_191019
generalist2_gemma3_46_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,46.0,20250807_191019
generalist2_gemma3_46_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,46.0,20250807_191019
generalist2_gemma3_46_b9,llm,gemma3,generalist2_gemma3,generalist2,9,lack of enough trained personnel in DC systems,CONTEXT,46.0,20250807_191019
generalist2_gemma3_46_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,46.0,20250807_191019
generalist2_gemma3_47_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,47.0,20250807_191828
generalist2_gemma3_47_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,47.0,20250807_191828
generalist2_gemma3_47_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,47.0,20250807_191828
generalist2_gemma3_47_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,47.0,20250807_191828
generalist2_gemma3_47_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,47.0,20250807_191828
generalist2_gemma3_48_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,48.0,20250807_192322
generalist2_gemma3_48_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,48.0,20250807_192322
generalist2_gemma3_48_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,48.0,20250807_192322
generalist2_gemma3_48_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,48.0,20250807_192322
generalist2_gemma3_48_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,48.0,20250807_192322
generalist2_gemma3_49_b1,llm,gemma3,generalist2_gemma3,generalist2,1,"power losses, quality and safety issues",CONTEXT,49.0,20250807_192600
generalist2_gemma3_49_b4,llm,gemma3,generalist2_gemma3,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,49.0,20250807_192600
generalist2_gemma3_49_b7,llm,gemma3,generalist2_gemma3,generalist2,7,incompatibility of DC systems components,CONTEXT,49.0,20250807_192600
generalist2_gemma3_49_b8,llm,gemma3,generalist2_gemma3,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,49.0,20250807_192600
generalist2_gemma3_49_b11,llm,gemma3,generalist2_gemma3,generalist2,11,high costs of DC solutions,CONTEXT,49.0,20250807_192600
generalist_gemma3_00_b1,llm,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues",CONTEXT,0.0,20250807_140404
generalist_gemma3_00_b2,llm,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,0.0,20250807_140404
generalist_gemma3_00_b4,llm,gemma3,generalist_gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,0.0,20250807_140404
generalist_gemma3_00_b3,llm,gemma3,generalist_gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,0.0,20250807_140404
generalist_gemma3_00_b5,llm,gemma3,generalist_gemma3,generalist,11,high costs of DC solutions,CONTEXT,0.0,20250807_140404
generalist_gemma3_01_b1,llm,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues",CONTEXT,1.0,20250807_140911
generalist_gemma3_01_b4,llm,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,1.0,20250807_140911
generalist_gemma3_01_b7,llm,gemma3,generalist_gemma3,generalist,7,incompatibility of DC systems components,CONTEXT,1.0,20250807_140911
generalist_gemma3_01_b9,llm,gemma3,generalist_gemma3,generalist,9,lack of enough trained personnel in DC systems,CONTEXT,1.0,20250807_140911
generalist_gemma3_01_b11,llm,gemma3,generalist_gemma3,generalist,11,high costs of DC solutions,CONTEXT,1.0,20250807_140911
generalist_gemma3_02_b1,llm,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues",CONTEXT,2.0,20250807_141227
generalist_gemma3_02_b4,llm,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,2.0,20250807_141227
generalist_gemma3_02_b7,llm,gemma3,generalist_gemma3,generalist,7,incompatibility of DC systems components,CONTEXT,2.0,20250807_141227
generalist_gemma3_02_b8,llm,gemma3,generalist_gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,2.0,20250807_141227
generalist_gemma3_02_b11,llm,gemma3,generalist_gemma3,generalist,11,high costs of DC solutions,CONTEXT,2.0,20250807_141227
generalist_gemma3_03_b1,llm,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues",CONTEXT,3.0,20250807_141542
generalist_gemma3_03_b4,llm,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,3.0,20250807_141542
generalist_gemma3_03_b7,llm,gemma3,generalist_gemma3,generalist,7,incompatibility of DC systems components,CONTEXT,3.0,20250807_141542
generalist_gemma3_03_b8,llm,gemma3,generalist_gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,3.0,20250807_141542
generalist_gemma3_03_b11,llm,gemma3,generalist_gemma3,generalist,11,high costs of DC solutions,CONTEXT,3.0,20250807_141542
generalist_gemma3_04_b1,llm,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues",CONTEXT,4.0,20250807_141803
generalist_gemma3_04_b4,llm,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,4.0,20250807_141803
generalist_gemma3_04_b7,llm,gemma3,generalist_gemma3,generalist,7,incompatibility of DC systems components,CONTEXT,4.0,20250807_141803
generalist_gemma3_04_b8,llm,gemma3,generalist_gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,4.0,20250807_141803
generalist_gemma3_04_b11,llm,gemma3,generalist_gemma3,generalist,11,high costs of DC solutions,CONTEXT,4.0,20250807_141803
generalist_gemma3_05_b1,llm,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues",CONTEXT,5.0,20250807_142035
generalist_gemma3_05_b4,llm,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,5.0,20250807_142035
generalist_gemma3_05_b7,llm,gemma3,generalist_gemma3,generalist,7,incompatibility of DC systems components,CONTEXT,5.0,20250807_142035
generalist_gemma3_05_b8,llm,gemma3,generalist_gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,5.0,20250807_142035
generalist_gemma3_05_b11,llm,gemma3,generalist_gemma3,generalist,11,high costs of DC solutions,CONTEXT,5.0,20250807_142035
generalist_gemma3_06_b1,llm,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues",CONTEXT,6.0,20250807_142248
generalist_gemma3_06_b4,llm,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,6.0,20250807_142248
generalist_gemma3_06_b7,llm,gemma3,generalist_gemma3,generalist,7,incompatibility of DC systems components,CONTEXT,6.0,20250807_142248
generalist_gemma3_06_b8,llm,gemma3,generalist_gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,6.0,20250807_142248
generalist_gemma3_06_b11,llm,gemma3,generalist_gemma3,generalist,11,high costs of DC solutions,CONTEXT,6.0,20250807_142248
generalist_gemma3_07_b1,llm,gemma3,generalist_gemma3,generalist,1,"power losses, quality and safety issues",CONTEXT,7.0,20250807_142513
generalist_gemma3_07_b4,llm,gemma3,generalist_gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,7.0,20250807_142513
generalist_gemma3_07_b7,llm,gemma3,generalist_gemma3,generalist,7,incompatibility of DC systems components,CONTEXT,7.0,20250807_142513
